ID,latitude,longitude,country
130,37.76745676,39.42902,Turkey
131,53.27553356,108.8362107,Russia
132,-23.49646371,-47.46054193,Brazil
133,49.35264406,30.566986,Ukraine
134,1.729011993,-50.87874194,Brazil
135,0.045833764,37.21106104,Kenya
136,-50.56253829,-69.32965153,Argentina
137,-33.35791059,142.5727707,Australia
138,-21.79353671,-54.63441743,Brazil
139,-16.19484471,-48.07396357,Brazil
140,56.12451277,22.5213535,Lithuania
141,-19.62316987,-50.09245238,Brazil
142,14.35852801,76.19815623,India
143,36.88587343,-3.020766481,Spain
144,57.72272313,66.23323954,Russia
145,48.42054517,22.28905407,Ukraine
146,15.84164141,-91.99234813,Mexico
147,8.175055937,8.594919223,Nigeria
148,-29.9152243,-56.66136478,Brazil
149,62.15404846,75.19270501,Russia
150,-28.24485952,148.7574898,Australia
151,-19.87077415,136.2875021,Australia
152,-20.8415217,-53.19772561,Brazil
153,-12.49329646,-51.76957931,Brazil
154,26.96578599,-106.6727785,Mexico
155,51.24246793,42.67285777,Russia
156,41.39422396,25.40197731,Bulgaria
157,10.4733872,-74.75131869,Colombia
158,-54.33855233,-66.7094655,Argentina
159,-34.17740252,-66.96243538,Argentina
160,56.69404398,21.26261361,Latvia
161,43.31875721,143.3826911,Japan 
162,-31.44640996,-64.12760933,Argentina
163,21.04336299,-101.342706,Mexico
164,-21.48183238,146.748875,Australia
165,-29.32061861,-63.81934913,Argentina
166,-7.563978179,-49.70098287,Brazil
167,42.8826004,140.7783046,Japan 
168,-10.56618866,-63.62900751,Brazil
169,7.379457028,7.622734386,Nigeria
170,37.79301954,14.29836988,Italy
171,-23.85353073,-63.28517102,Argentina
172,48.55965224,102.1184548,Mongolia
173,-28.03707441,28.21447163,South Africa
174,-3.1201026,-60.0265781,Brazil
175,15.49457982,103.5717052,Thailand
176,45.80861042,11.67696438,Italy
177,42.91345211,132.8070358,Russia
178,-5.318964202,-41.58097757,Brazil
179,40.68550642,21.81782167,Greece
180,47.9264433,22.06537697,Hungary
181,-17.22578914,-62.55544152,Bolivia
182,19.74466974,-89.15973035,Mexico
183,56.72669893,9.577344033,Denmark
184,-19.11565075,-47.6946785,Brazil
185,67.00750783,56.92086728,Russia
186,-22.13746885,-56.64544974,Brazil
187,-28.71205743,25.79856712,South Africa
188,19.05084184,83.63782907,India
189,54.0367923,122.3477466,Russia
190,-27.04862554,-50.64093914,Brazil
191,-31.22829871,138.4050985,Australia
192,-38.21955946,-64.07052968,Argentina
193,41.65990561,75.01379833,Kyrgyzstan
194,-35.16724995,-66.57061974,Argentina
195,49.77551294,17.18817128,Czech Republic
196,57.30883863,-5.414668908,United Kingdom
197,-19.85212582,142.840926,Australia
198,-20.10737137,-53.81223519,Brazil
199,-18.50365452,133.8747551,Australia
200,56.96388667,35.01654665,Russia
201,51.16969407,17.07387449,Poland
202,6.26341313,81.0695048,Sri Lanka
203,-32.37850856,148.9661708,Australia
204,-30.96374472,19.37841716,South Africa
205,-23.69941374,139.6418302,Australia
206,37.50918916,38.22114226,Turkey
207,-36.82531411,-60.36699088,Argentina
208,-5.906991769,-44.07113565,Brazil
209,13.08066041,5.266562403,Nigeria
210,40.78426829,22.47121317,Greece
211,54.32064575,44.38127492,Russia
212,-7.000584028,112.1287237,Indonesia
213,-15.91979708,-51.40767363,Brazil
214,40.64434599,34.90338246,Turkey
215,-31.85459318,-56.50527294,Uruguay
216,50.77677725,99.52815454,Mongolia
217,-15.26601144,-40.5992374,Brazil
218,43.36302882,132.2458525,Russia
219,-29.43033313,-56.68831675,Brazil
220,-28.52178692,117.8058408,Australia
221,46.58814744,106.5450657,Mongolia
222,-17.41773951,-47.28391556,Brazil
223,-7.811990749,-63.18604325,Brazil
224,48.245508,17.92272062,Slovakia
225,-2.758481145,-43.32910971,Brazil
226,62.47676786,149.7320448,Russia
227,-30.8805608,20.43974922,South Africa
228,-4.17203237,-46.1326418,Brazil
229,55.09909558,68.1881522,Russia
230,-30.45108257,145.3468592,Australia
231,-14.54216774,-56.23251665,Brazil
232,23.32311413,77.26877587,India
233,-33.27518733,-64.84741087,Argentina
234,-12.81410424,-49.89632033,Brazil
235,-23.61478294,147.619922,Australia
236,-30.92465725,-69.42423583,Argentina
237,-30.85345956,21.85213066,South Africa
238,-23.70268781,-46.24043779,Brazil
239,0.781174855,36.01642378,Kenya
240,20.93513979,-104.5718188,Mexico
241,-18.0768283,-51.03766713,Brazil
242,20.17765378,-102.2439546,Mexico
243,24.68014886,-103.2541844,Mexico
244,-22.9091247,22.11392646,Botswana
245,38.44341279,27.31904002,Turkey
246,9.227082799,5.635448923,Nigeria
247,-2.113850988,37.32733291,Kenya
248,-27.79883739,-50.86263301,Brazil
249,-12.24833639,-56.41941138,Brazil
250,16.49810204,-14.54946393,Senegal
251,-8.142069812,-70.28875118,Brazil
252,46.03472552,17.68366971,Hungary
253,-30.31559911,135.2932345,Australia
254,28.39256783,-106.9916033,Mexico
255,-6.105986521,-41.78471038,Brazil
256,-17.8110555,-63.1785372,Bolivia
257,-5.300176122,-41.16164097,Brazil
258,12.633353,8.424316368,Nigeria
259,-22.09334504,133.4247502,Australia
260,62.39332598,30.74040346,Finland
261,50.92458679,23.9969708,Poland
262,-31.90783692,-56.70952229,Uruguay
263,47.39232463,17.0187844,Hungary
264,23.02779669,77.50686386,India
265,-15.62515158,-58.79423215,Brazil
266,-21.98729064,142.6988012,Australia
267,18.51915518,98.77238509,Thailand
268,14.42955385,-3.324885623,Mali
269,-26.46503194,119.3953351,Australia
270,-7.567148834,-72.99188004,Brazil
271,-40.12884333,-66.02546209,Argentina
272,-17.74375049,123.5836312,Australia
273,-51.90749257,-71.40447059,Argentina
274,62.58983503,26.33311251,Finland
275,-5.263186284,-36.66204746,Brazil
276,18.03604966,-89.06760665,Mexico
277,-7.216017385,-39.12044548,Brazil
278,-16.3119538,-46.51299498,Brazil
279,-33.99864712,-60.21801208,Argentina
280,39.12547661,42.18766474,Turkey
281,46.85142859,112.3312244,Mongolia
282,0.277860404,34.69879359,Kenya
283,-33.74259564,-54.8510864,Uruguay
284,59.66119591,18.34235109,Sweden
285,-28.22750409,121.0851272,Australia
286,31.31574437,-108.7560052,Mexico
287,-15.99759326,142.4981177,Australia
288,27.81136921,-104.7948858,Mexico
289,-15.95085808,128.4208271,Australia
290,-18.88741977,-50.16093597,Brazil
291,-41.71866502,-66.31220357,Argentina
292,49.45565326,99.98248295,Mongolia
293,-7.686815157,-72.97707071,Brazil
294,48.38266651,30.35424375,Ukraine
295,50.36664778,34.34844627,Ukraine
296,-31.86778377,-57.1684963,Uruguay
297,-41.87043996,-66.94089287,Argentina
298,17.39979473,76.16341769,India
299,-39.97927863,-64.84160962,Argentina
300,14.69382841,-15.64987483,Senegal
301,28.21711814,-104.5792527,Mexico
302,-40.13021014,-64.38444956,Argentina
303,10.3134576,10.55913801,Nigeria
304,-28.44528225,152.2339708,Australia
305,-36.09441483,142.8872767,Australia
306,-26.73123036,20.63285469,South Africa
307,64.20621108,41.57611034,Russia
308,-13.55702552,-45.13166841,Brazil
309,47.1035054,47.78643424,Russia
310,-21.82104699,28.82309995,Botswana
311,-22.25368811,-63.36672129,Argentina
312,-4.747364096,-49.06627238,Brazil
313,6.927928268,-2.364829397,Ghana
314,9.011309,-2.476844187,Ghana
315,16.83397249,-92.88093667,Mexico
316,44.84564322,23.8096894,Romania
317,-29.85862786,135.1230175,Australia
318,-10.83155981,-65.24296509,Brazil
319,-54.856301,-68.5848333,Argentina
320,41.08955895,14.38462064,Italy
321,45.36263863,16.43056325,Croatia
322,-5.567313022,-42.6027844,Brazil
323,40.76997636,-2.999794392,Spain
324,-36.93115,149.1325778,Australia
325,-31.68638791,-66.01649323,Argentina
326,10.70872028,-2.365003863,Ghana
327,7.221820038,7.501016082,Nigeria
328,68.69299997,30.23367432,Russia
329,46.54827448,16.72463423,Hungary
330,4.228645916,-60.99541068,Brazil
331,42.03005361,25.52485818,Bulgaria
332,0.852370915,-59.61557811,Brazil
333,-38.13541907,146.0526625,Australia
334,-12.73992362,131.464882,Australia
335,-8.698628933,118.6469957,Indonesia
336,-30.675675,-69.45364048,Argentina
337,-1.550734405,-45.05696829,Brazil
338,0.89757796,35.31461571,Kenya
339,46.44836822,94.12885814,Mongolia
340,6.938915682,100.6841953,Thailand
341,-28.10522702,-59.99881524,Argentina
342,51.52035946,15.50102297,Poland
343,-17.33262053,-62.89697957,Bolivia
344,-12.56323094,-58.01686027,Brazil
345,39.83981443,29.22194862,Turkey
346,30.30534017,-110.6684397,Mexico
347,-19.68840361,-49.17636432,Brazil
348,-21.19767737,24.7982869,Botswana
349,-29.50972607,-68.43345071,Argentina
350,63.59887464,146.4059083,Russia
351,56.64471356,10.06071668,Denmark
352,21.83581205,76.48355662,India
353,49.78740563,95.03399303,Mongolia
354,-43.97802232,-70.37103066,Argentina
355,53.74138618,125.0966284,Russia
356,51.44249818,142.7480705,Russia
357,-40.57029022,-66.48066398,Argentina
358,-37.74099473,141.3173159,Australia
359,-27.31828471,133.6246173,Australia
360,66.5753964,-53.49867352,Greenland
361,49.11630971,14.62300017,Czech Republic
362,-22.59420623,136.7290256,Australia
363,-37.56951436,-69.07283439,Argentina
364,18.25830096,80.29510771,India
365,-33.52487705,141.7171154,Australia
366,43.71820518,23.94570541,Bulgaria
367,12.58349028,8.471082938,Nigeria
368,-49.73586418,-72.33805737,Argentina
369,-23.85409195,21.1295789,Botswana
370,-23.27141687,-55.18076894,Brazil
371,54.07175036,22.48464603,Poland
372,36.90960628,34.8873172,Turkey
373,9.121942671,-1.27466573,Ghana
374,15.97371129,75.70414678,India
375,-32.34896678,124.8461114,Australia
376,6.884114538,3.104744481,Nigeria
377,-33.29798404,-57.2085428,Uruguay
378,51.16585836,58.62662119,Russia
379,-15.13980066,-53.53034954,Brazil
380,50.04415295,29.87092205,Ukraine
381,42.97877246,26.86698146,Bulgaria
382,2.28798475,-59.83827864,Brazil
383,46.04941681,20.10731275,Serbia
384,60.8066556,64.81210738,Russia
385,1.410316962,-78.58416978,Colombia
386,-29.24748952,-65.42269468,Argentina
387,-25.61625063,150.2299671,Australia
388,-21.02226273,116.3168847,Australia
389,-21.81497816,43.29511834,Madagascar
390,-26.83037652,118.3702348,Australia
391,-27.24865397,-52.59568654,Brazil
392,-21.71159394,-44.45073482,Brazil
393,-26.46910172,119.4528183,Australia
394,-33.26729094,-54.42964783,Uruguay
395,-37.12188978,-62.05322771,Argentina
396,53.42439698,20.33490037,Poland
397,-33.07823914,-69.27611868,Argentina
398,63.99712282,145.4021257,Russia
399,-33.06953247,-57.23935961,Uruguay
400,8.253359726,80.64190574,Sri Lanka
401,54.90389663,24.39116714,Lithuania
402,-5.022601496,-44.99326398,Brazil
403,-20.63393527,22.32271408,Botswana
404,22.59263162,120.6800671,Taiwan 
405,61.6506732,74.36773634,Russia
406,-34.5190866,142.8731176,Australia
407,67.48385986,27.89402311,Finland
408,51.53833405,18.91362325,Poland
409,45.06734865,9.777658923,Italy
410,12.24852448,79.21153441,India
411,-13.78365687,-57.03629325,Brazil
412,-30.4256181,29.14123614,South Africa
413,-3.176713909,39.68468182,Kenya
414,-17.35180436,-54.75811229,Brazil
415,46.84516053,112.3751811,Mongolia
416,-1.664978096,114.5994169,Indonesia
417,38.8538954,39.822788,Turkey
418,48.70561557,15.60456374,Austria
419,-10.60618508,-58.59997842,Brazil
420,26.87952241,-99.83044901,Mexico
421,39.85857831,22.17367492,Greece
422,12.6854685,121.3416512,Phillipines
423,10.19136931,11.114652,Nigeria
424,66.55117975,26.17731874,Finland
425,10.02056113,8.936191319,Nigeria
426,-34.91862974,148.1617116,Australia
427,22.79261057,74.47363237,India
428,-16.38462928,143.073459,Australia
429,-15.08976796,-47.31410122,Brazil
430,61.74902839,54.91590959,Russia
431,43.64136785,43.84933169,Russia
432,2.285476805,-59.83912108,Brazil
433,-12.73992362,131.464882,Australia
434,-28.03716186,31.58033399,South Africa
435,-28.28720829,-62.0828192,Argentina
436,-16.61371042,135.8676386,Australia
437,19.6784308,-87.86768396,Mexico
438,15.54586065,77.52755036,India
439,-8.807377356,-49.68672082,Brazil
440,61.81284799,129.8472386,Russia
441,-22.09973034,-53.48702637,Brazil
442,12.68635546,-14.93854548,Senegal-COPIES
443,22.89140165,92.05834448,Bangladesh
444,47.94294612,37.55742189,Ukraine
445,-17.42378595,-69.52602769,Peru
446,-12.70250884,142.3658725,Australia
447,-23.133259,119.2472208,Australia
448,-26.5906833,120.2260383,Australia
449,-31.02301484,-67.29615897,Argentina
450,68.14580067,25.71141717,Finland
451,38.28663998,41.98939496,Turkey
452,47.89546347,18.32008729,Slovakia
453,9.337165632,5.225381681,Nigeria
454,45.94698923,115.7321578,Mongolia
455,45.51961206,18.24522349,Croatia
456,69.09894915,27.64156535,Finland
457,-44.55228465,-67.43775672,Argentina
458,10.64508963,4.895889284,Nigeria
459,8.837486674,7.979396762,Nigeria
460,24.90011369,-103.2140033,Mexico
461,-4.610794243,-56.32906965,Brazil
462,-9.859589569,-40.08454318,Brazil
463,-41.64173191,-68.26687532,Argentina
464,14.83858861,104.8139416,Thailand
465,-33.63921728,115.4505225,Australia
466,14.10008364,106.3389359,Cambodia
467,38.28474038,33.73250162,Turkey
468,66.58455502,25.61667541,Finland
469,4.416246258,-76.05933057,Colombia
470,-0.571056966,-80.17708409,Ecuador
471,-26.53480018,150.6401893,Australia
472,-31.81318635,128.3445708,Australia
473,58.29687613,16.49495732,Sweden
474,26.57808255,-102.4241993,Mexico
475,-4.358799924,-46.24598293,Brazil
476,-0.338471161,117.3222984,Indonesia
477,-4.881515655,-43.1966975,Brazil
478,26.5327042,-99.99804683,Mexico
479,-35.69628206,146.5158646,Australia
480,52.506695,111.536138,Russia
481,-12.43481631,-42.34636577,Brazil
482,-14.95442147,-41.03454177,Brazil
483,-5.113986298,-45.11980827,Brazil
484,-25.35580372,131.8637431,Australia
485,-33.5651812,-62.69537458,Argentina
486,-25.93889612,-64.70278881,Argentina
487,-33.04300152,150.6815438,Australia
488,-32.84735047,-62.85945694,Argentina
489,-15.15988787,-49.81460749,Brazil
490,13.80285881,-13.88914875,Senegal
491,20.8644622,-103.019145,Mexico
492,-19.46533536,121.4657149,Australia
493,55.14412548,74.57092919,Russia
494,-38.43951505,-66.3099159,Argentina
495,-13.90479418,-47.36091457,Brazil
496,-14.25452188,-44.15987489,Brazil
497,45.46221224,23.61459854,Romania
498,46.6783304,25.36483531,Romania
499,55.05101716,-3.176128562,United Kingdom
500,45.3047302,22.00679595,Romania
501,40.04153416,-1.266606203,Spain
502,55.93090593,23.08364265,Lithuania
503,-17.22150136,-46.69713929,Brazil
504,54.54751526,113.3704867,Russia
505,43.54798838,24.9431719,Bulgaria
506,29.75764072,-109.8133125,Mexico
507,-1.194027093,35.7250823,Kenya
508,-11.2837353,-44.67047072,Brazil
509,-37.87385614,-66.46880816,Argentina
510,29.65082568,35.20976613,Jordan
511,17.89620388,80.08743836,India
512,42.32076484,25.56950809,Bulgaria
513,-29.06787276,-60.98434274,Argentina
514,45.93711034,20.89595911,Romania
515,45.70258498,21.28660803,Romania
516,-3.261722062,-51.46456537,Brazil
517,0.734785857,-60.45820059,Brazil
518,50.00694926,28.04351563,Ukraine
519,-34.76389632,147.555312,Australia
520,62.9562642,113.5415823,Russia
521,58.69624174,13.11293619,Sweden
522,-21.53402126,139.6538408,Australia
523,58.96039427,22.47708962,Estonia
524,14.81138758,104.9404688,Thailand
525,55.69370526,13.6467037,Sweden
526,45.90280746,115.423499,Mongolia
527,-23.06487788,150.7118287,Australia
528,-16.82414877,124.9160242,Australia
529,4.666669695,-60.29152088,Brazil
530,61.01704546,76.61783504,Russia
531,1.489654141,-75.36643505,Colombia
532,-43.006997,-71.06283704,Argentina
533,62.57931762,125.0270894,Russia
534,-17.161105,-50.89828064,Brazil
535,57.74731091,85.15844369,Russia
536,12.28176106,102.2662508,Thailand
537,50.27166396,21.22495264,Poland
538,35.64253821,10.08894522,Tunisia
539,-28.40371812,-52.03796948,Brazil
540,-32.71009498,151.6114488,Australia
541,-33.71488443,117.3183187,Australia
542,55.50817232,8.791133312,Denmark
543,39.50063072,33.7910318,Turkey
544,12.85195982,5.148620042,Nigeria
545,-22.61308467,29.85201586,South Africa
546,-8.47701636,-70.15063652,Brazil
547,-23.04647411,-63.93783669,Argentina
548,39.64346744,27.06791513,Turkey
549,16.35291387,-93.13851585,Mexico
550,-2.23945673,37.43339556,Kenya
551,56.257267,27.988765,Latvia
552,16.77616898,-3.005472455,Mali
553,-33.32075024,-59.22461094,Argentina
554,-17.12874114,-70.83690076,Peru
555,56.83394167,62.69632162,Russia
556,-16.89065155,-43.56929501,Brazil
557,62.93970681,152.3838646,Russia
558,-12.58473554,-74.69490914,Peru
559,-24.50498285,119.6385908,Australia
560,36.68323922,29.41621217,Turkey
561,-18.78927258,-68.25625153,Bolivia
562,-3.17785571,-60.14196793,Brazil
563,15.9649294,-13.59656556,Senegal
564,-27.85598256,115.6688849,Australia
565,-45.28430627,-68.64990728,Argentina
566,58.46862713,22.25497028,Estonia
567,-35.91686868,141.390783,Australia
568,13.4150672,103.2376493,Cambodia
569,-28.39781832,-53.65012924,Brazil
570,47.73048397,29.52756311,Ukraine
571,1.584151537,-78.70618246,Colombia
572,54.01765136,46.22926171,Russia
573,15.95130652,103.2751979,Thailand
574,25.50258396,-102.5152541,Mexico
575,53.10566654,20.37525263,Poland
576,16.28911432,-96.56128358,Mexico
577,37.92245446,14.95781481,Italy
578,61.28889943,-44.97534662,Greenland
579,46.90951492,105.8861931,Mongolia
580,-34.29563584,-57.35325993,Uruguay
581,-25.80421198,23.69288288,South Africa
582,-5.801047488,-79.83430862,Peru
583,-22.65958406,-53.85530524,Brazil
584,10.96581379,-2.425966329,Ghana
585,43.5335554,27.29968223,Bulgaria
586,-19.84324182,136.1870271,Australia
587,-16.41604327,-69.66230389,Peru
588,37.59919821,41.40319981,Turkey
589,50.35040413,16.16573201,Czech Republic
590,60.5695098,14.80395483,Sweden
591,-25.70944193,-49.89628711,Brazil
592,8.520547679,10.6340739,Nigeria
593,-28.1528171,-54.32822277,Brazil
594,-26.48111322,147.9152869,Australia
595,-4.879378335,-56.17033336,Brazil
596,54.18532643,-8.213120195,Ireland
597,-19.44662932,140.2263437,Australia
598,-8.14688832,-63.77113278,Brazil
599,7.23170443,5.078941091,Nigeria
600,-48.60295538,-67.49005796,Argentina
601,-23.89706629,22.08721389,Botswana
602,-21.79622525,26.23710597,Botswana
603,-20.48236406,145.4784868,Australia
604,55.90939736,90.12122609,Russia
605,5.047625697,-74.1020565,Colombia
606,37.14576206,34.83217781,Turkey
607,26.79782388,-105.1360157,Mexico
608,6.817347598,-2.502632254,Ghana
609,-21.19729736,-44.32986134,Brazil
610,-30.7531824,141.8283601,Australia
611,58.44004967,85.13237802,Russia
612,-30.82259381,24.95145531,South Africa
613,51.14924109,21.64474584,Poland
614,-12.73992362,131.464882,Australia
615,-49.88769579,-72.43478736,Argentina
616,-20.34420579,141.6610821,Australia
617,64.1430053,23.74237168,Finland
618,-23.21105422,117.6626664,Australia
619,-5.497056381,-79.4783657,Peru
620,-15.74040431,144.6840759,Australia
621,10.67474485,8.466179764,Nigeria
622,-24.0492172,149.5063055,Australia
623,51.03543264,22.09589963,Poland
624,50.64769469,40.46285549,Russia
625,-23.56056224,145.4242681,Australia
626,-33.87757064,-58.31991129,Uruguay
627,14.02327421,101.3094097,Thailand
628,-18.19459315,143.9668851,Australia
629,-29.84337308,-55.91271065,Brazil
630,11.86600035,104.4599329,Cambodia
631,37.68545023,-5.238322034,Spain
632,-3.533456434,-41.40615471,Brazil
633,-3.110041734,-58.42230312,Brazil
634,-22.93513343,-54.47174849,Brazil
635,-21.93188982,-44.55038683,Brazil
636,-6.423426051,-48.90427714,Brazil
637,31.47030554,-112.6842642,Mexico
638,40.09726934,8.506639852,Italy
639,-16.81283189,-42.31032583,Brazil
640,-25.77716838,151.4909078,Australia
641,0.391470773,40.92794968,Kenya
642,39.14489673,36.13692411,Turkey
643,8.380460385,4.991607436,Nigeria
644,8.282785164,5.832446679,Nigeria
645,7.65995437,4.456267985,Nigeria
646,9.511379916,8.605722117,Nigeria
647,-28.76769176,28.661826,Lesotho
648,15.07186002,-12.88021504,Senegal
649,-25.1889817,119.3298407,Australia
650,0.563386161,121.5681205,Indonesia
651,19.2111295,-98.9643354,Mexico
652,40.95190658,-5.969633474,Spain
653,-12.73992362,131.464882,Australia
654,-14.7588983,132.8508818,Australia
655,-28.70207186,148.1692315,Australia
656,-36.52311509,147.4543509,Australia
657,-24.88261774,-50.27680153,Brazil
658,7.464379045,6.612909921,Nigeria
659,44.69221944,110.0437624,Mongolia
660,63.46968768,34.38874396,Russia
661,-20.12230843,22.33630233,Botswana
662,-33.26756902,20.14729053,South Africa
663,-22.13965299,27.0129967,Botswana
664,49.09978642,34.24779107,Ukraine
665,-39.98782869,-62.66487774,Argentina
666,-27.83763229,120.7187967,Australia
667,16.30452757,74.43309891,India
668,-28.95812614,-62.17312925,Argentina
669,11.09494091,122.3866502,Phillipines
670,-31.25201358,118.5922749,Australia
671,39.69691696,-1.168760272,Spain
672,46.694468,113.3025767,Mongolia
673,-6.099509236,-48.59969513,Brazil
674,20.02117372,-105.3444939,Mexico
675,65.54682434,-38.98477103,Greenland
676,-5.812802718,-55.72782352,Brazil
677,-11.02091757,-76.21130234,Peru
678,61.00001995,79.43252854,Russia
679,-23.63159128,-54.80284704,Brazil
680,12.57280475,76.15560647,India
681,44.53140775,9.115003468,Italy
682,-27.55814378,-63.94065737,Argentina
683,-30.00642157,-63.77906691,Argentina
684,-9.741331918,-41.23912513,Brazil
685,55.43686003,45.97694494,Russia
686,-29.6410816,-64.82120638,Argentina
687,68.34629245,18.9487958,Sweden
688,-28.1356689,28.09342238,South Africa
689,63.0254229,112.4953085,Russia
690,0.57199872,38.78106715,Kenya
691,-12.47239317,-43.45965885,Brazil
692,-27.64121001,-66.30094339,Argentina
693,13.35510488,102.5443774,Cambodia
694,4.866647472,6.375697882,Nigeria
695,49.5714298,17.9028116,Czech Republic
696,36.53736454,34.05102034,Turkey
697,49.20233814,33.9436373,Ukraine
698,6.527660048,-2.19494872,Ghana
699,-37.74881389,148.3431361,Australia
700,-17.74061297,-49.15775257,Brazil
701,-29.46314585,-65.66896524,Argentina
702,-7.695459753,-41.5574806,Brazil
703,-9.798264752,-66.5289351,Brazil
704,-40.014929,-62.66541172,Argentina
705,5.837818378,8.04448344,Nigeria
706,-23.88246746,139.5361652,Australia
707,47.72695798,29.52680095,Ukraine
708,-6.526651366,-76.30262824,Peru
